	area	rooms	bathroom	parking spaces	floor	animal	furniture	hoa	target	property_tax	fire_insurance	city_Belo Horizonte	city_Campinas	city_Porto Alegre	city_Rio de Janeiro	city_São Paulo
3090	76	2	2	0	2	1	0	190	2100	49	38	0	0	1	0	0
3091	80	2	1	1	2	1	1	1950	2800	209	36	0	0	0	0	1
3092	300	5	4	3	0	1	0	0	15000	417	246	1	0	0	0	0
3093	75	2	2	2	4	1	0	550	1600	122	24	0	0	1	0	0
3094	280	3	4	2	0	1	1	8000	8000	667	121	0	0	0	0	1
3095	50	1	1	1	3	0	0	370	1200	50	18	0	0	1	0	0
3096	74	1	2	2	8	1	1	850	5500	294	70	0	0	0	0	1
3097	73	2	1	1	4	1	0	540	2080	0	27	0	0	0	0	1
3098	280	4	3	4	0	1	0	2307	3100	341	47	0	1	0	0	0
3099	403	3	4	2	3	1	0	2800	15000	667	194	0	0	0	1	0
3100	424	4	5	4	0	1	0	0	3315	358	50	0	1	0	0	0
3101	190	4	5	3	10	1	0	3200	4000	417	51	0	0	0	0	1
3102	454	4	3	4	0	1	1	2700	10900	917	164	0	0	0	0	1
3103	138	3	2	1	7	0	0	2000	7600	238	97	0	0	0	0	1
3104	600	5	5	6	0	1	0	0	15000	2100	191	0	0	0	0	1
3105	58	2	1	1	1	1	1	385	3500	64	45	0	1	0	0	0
3106	38	1	1	0	16	1	1	290	2500	0	32	0	0	0	0	1
3107	113	2	2	1	4	1	0	1000	3000	50	39	0	0	0	0	1
3108	70	2	1	0	0	0	0	0	1700	25	26	0	0	0	0	1
3109	90	2	1	0	10	1	1	1	4000	1	52	0	0	0	1	0
3110	183	4	4	3	7	1	0	2200	5000	834	64	0	0	0	0	1
3111	20	1	1	0	8	1	1	630	1370	25	18	0	0	0	1	0
3112	66	2	1	1	1	1	0	380	500	23	7	1	0	0	0	0
3113	92	2	2	0	3	1	0	1550	2700	250	35	0	0	0	1	0
3114	70	2	1	0	3	0	1	300	1800	0	27	0	0	1	0	0
3115	93	3	2	1	10	1	0	1497	3400	227	44	0	0	0	0	1
3116	220	4	5	4	5	0	0	2066	3230	1577	41	0	0	0	0	1
3117	20	1	1	0	3	0	1	300	600	40	8	0	0	0	0	1
3118	92	3	2	2	0	0	0	150	2200	198	34	0	0	0	0	1
3119	50	2	1	0	0	0	0	0	1200	250	16	1	0	0	0	0
3120	300	3	5	2	12	0	1	2100	13900	809	177	0	0	0	0	1
3121	90	3	1	1	6	1	0	380	1750	90	26	0	0	1	0	0
3122	36	1	1	0	4	0	0	300	500	10	7	0	1	0	0	0
3123	70	2	2	0	3	1	0	1015	2250	135	29	0	0	0	1	0
3124	200	3	3	2	0	1	0	0	3500	292	53	0	0	0	0	1
3125	160	3	2	1	4	1	1	1957	6800	513	88	0	0	0	1	0
3126	135	3	2	3	7	1	0	1941	2800	635	36	0	0	0	0	1
3127	70	1	1	0	0	1	0	0	1200	34	19	0	0	0	0	1
3128	95	2	1	1	4	0	1	330	2000	94	27	1	0	0	0	0
3129	60	2	2	2	15	1	0	692	1900	90	25	0	0	0	0	1
3130	36	1	1	0	1	1	0	0	860	50	11	0	0	0	0	1
3131	136	3	3	3	4	1	1	1970	6000	600	77	0	0	0	0	1
3132	250	3	2	2	0	1	0	0	3500	250	53	0	0	0	0	1
3133	330	3	5	3	15	1	0	3400	15000	2500	191	0	0	0	0	1
3134	65	3	2	1	5	0	0	250	950	82	13	1	0	0	0	0
3135	380	3	4	4	0	1	0	3640	8000	534	121	0	1	0	0	0
3136	350	5	5	4	0	1	0	0	3000	467	46	0	0	0	0	1
3137	70	2	1	0	2	1	0	470	700	39	9	0	1	0	0	0
3138	65	2	2	0	2	1	0	640	1500	70	20	0	0	0	1	0
3139	45	1	1	1	1	0	1	3000	5520	0	70	0	0	0	0	1
3140	95	2	2	0	0	1	0	450	3430	263	45	0	0	0	1	0
3141	120	2	1	1	0	1	0	0	1600	167	25	0	0	0	0	1
3142	248	3	4	3	2	1	0	4325	5300	1521	68	0	0	0	0	1
3143	100	2	1	2	0	0	0	0	3300	317	50	0	0	0	0	1
3144	394	4	6	4	23	1	1	6000	4000	2500	51	0	0	0	0	1
3145	209	3	3	2	0	0	0	593	2550	237	39	0	1	0	0	0
3146	16	1	1	0	2	1	0	450	555	30	8	0	0	0	1	0
3147	49	2	1	1	8	1	0	528	1700	135	22	0	0	0	0	1
3148	70	2	2	1	4	0	1	750	4100	13	53	0	0	0	1	0
3149	150	3	2	3	2	1	0	0	2430	38	32	0	0	0	1	0
3150	58	2	1	1	4	1	0	220	1320	67	20	0	0	1	0	0
3151	200	3	4	1	8	0	1	2200	6000	375	77	0	0	0	0	1
3152	400	3	3	0	0	1	0	0	3500	142	58	1	0	0	0	0
3153	196	3	4	2	1	0	0	2200	3300	559	42	0	0	0	0	1
3154	40	1	1	0	3	0	1	0	2000	0	30	0	0	1	0	0
3155	158	3	3	2	5	1	0	796	3700	360	50	1	0	0	0	0
3156	130	2	1	1	0	1	0	0	4000	0	61	0	0	0	0	1
3157	48	1	2	0	2	1	1	704	987	46	13	0	1	0	0	0
3158	72	2	1	1	7	1	0	438	1440	51	19	0	0	0	0	1
3159	65	2	1	0	2	1	0	425	1680	33	22	0	0	0	0	1
3160	60	2	1	1	7	1	0	320	1900	50	28	0	0	1	0	0
3161	48	1	1	1	19	1	0	588	1525	0	6	0	0	0	0	1
3162	47	1	1	0	2	0	0	306	1400	22	19	0	0	0	1	0
3163	84	2	1	0	3	1	0	500	900	73	14	0	0	1	0	0
3164	186	4	2	2	2	1	0	1500	2500	0	32	0	0	0	0	1
3165	85	3	2	2	2	0	0	500	1500	114	20	1	0	0	0	0
3166	160	4	5	3	2	1	1	1623	3800	834	49	0	0	0	0	1
3167	74	2	1	1	1	1	0	100	900	65	12	0	0	0	1	0
3168	18	1	1	0	0	1	0	0	1720	0	22	0	0	0	0	1
3169	130	2	1	2	0	1	0	0	2000	109	36	0	0	1	0	0
3170	95	3	2	1	2	1	0	300	2300	182	31	1	0	0	0	0
3171	105	3	2	3	1	1	0	1250	1900	552	25	0	0	0	0	1
3172	85	2	2	1	6	1	0	1105	1100	119	15	1	0	0	0	0
3173	50	1	1	2	0	1	0	0	1280	83	21	1	0	0	0	0
3174	103	3	2	1	3	1	0	1736	4500	290	58	0	0	0	1	0
3175	54	2	1	1	1	1	0	990	780	0	10	0	0	0	0	1
3176	75	2	1	2	1	1	0	235	1400	25	18	0	1	0	0	0
3177	25	1	1	0	1	0	0	0	1200	35	16	0	0	0	0	1
3178	63	3	2	2	2	0	0	180	1300	90	18	1	0	0	0	0
3179	150	5	5	5	0	1	1	0	14000	835	230	1	0	0	0	0
3180	47	2	1	1	12	1	0	597	1570	0	20	0	0	0	0	1
3181	140	3	2	3	2	1	1	926	4235	145	55	0	0	0	1	0
3182	40	1	1	0	2	1	0	380	1110	0	15	0	0	0	1	0
3183	115	3	2	1	2	0	0	334	2200	110	30	1	0	0	0	0
3184	160	4	3	2	9	1	1	2800	9530	286	121	0	0	0	0	1
3185	80	1	1	0	0	0	0	70	1400	38	22	0	0	0	1	0
3186	75	2	1	1	2	1	0	450	1100	50	15	0	0	0	1	0
3187	80	2	1	0	1	1	0	0	950	65	14	0	0	1	0	0
3188	80	2	2	1	0	1	0	0	2600	417	40	0	0	0	0	1
3189	199	3	4	5	17	1	1	2800	4000	1500	51	0	0	0	0	1
3190	400	4	4	3	0	1	0	0	9000	542	136	0	0	0	0	1
3191	70	1	1	0	0	0	0	0	1086	163	17	0	0	0	0	1
3192	300	4	5	4	0	1	0	0	5000	538	76	0	0	0	0	1
3193	70	2	1	1	6	1	0	370	1100	103	15	1	0	0	0	0
3194	250	3	2	1	2	1	0	3200	8500	5000	108	0	0	0	0	1
3195	27	1	1	0	12	1	1	350	1700	67	22	0	0	0	1	0
3196	54	2	1	1	12	0	0	720	2010	71	26	0	0	0	0	1
3197	225	4	5	4	22	1	1	2000	9000	1192	115	0	0	0	0	1
3198	125	3	2	1	9	1	0	1000	4655	200	59	0	0	0	0	1
3199	55	2	1	0	0	1	0	0	2000	75	31	0	0	0	0	1
3200	186	3	3	2	22	0	0	1350	5435	405	69	0	0	0	0	1
3201	154	3	3	1	5	1	0	1450	5000	367	65	0	0	0	1	0
3202	200	3	4	2	0	0	1	0	9800	417	148	0	0	0	0	1
3203	246	3	4	3	8	1	0	3200	4500	794	58	0	0	0	0	1
3204	78	2	1	0	3	1	0	280	1380	32	21	0	0	1	0	0
3205	70	2	1	1	0	1	0	60	2100	0	32	0	0	0	0	1
3206	188	3	1	3	0	1	0	0	9500	472	143	0	0	0	0	1
3207	165	3	2	4	2	1	1	230	2870	142	39	1	0	0	0	0
3208	63	2	1	0	1	1	0	430	950	0	13	0	1	0	0	0
3209	200	4	2	2	5	1	0	2341	4000	421	54	1	0	0	0	0
3210	298	4	5	4	1	0	0	3600	6000	1250	77	0	0	0	0	1
3211	154	3	1	3	17	1	1	830	6700	400	85	0	0	0	0	1
3212	110	3	2	2	7	0	0	900	2100	100	27	0	1	0	0	0
3213	130	2	2	5	0	1	0	0	1800	321	28	0	1	0	0	0
3214	32	1	1	1	18	0	1	1600	3500	234	45	0	0	0	0	1
3215	170	4	3	2	10	1	0	2500	2430	500	32	0	0	0	1	0
3216	69	2	1	0	8	1	0	1100	1600	0	21	0	0	0	0	1
3217	118	2	2	1	6	1	0	1600	3950	271	51	0	0	0	1	0
3218	90	3	1	0	4	1	0	370	2800	109	37	0	0	0	1	0
3219	65	1	1	1	9	1	0	380	1200	83	16	0	1	0	0	0
3220	260	4	3	4	1	1	1	2780	4000	1200	51	0	0	0	0	1
3221	182	3	5	3	10	1	0	3600	4900	875	63	0	0	0	0	1
3222	41	1	1	1	10	0	0	900	3500	100	45	0	0	0	0	1
3223	45	1	1	0	0	1	0	0	1400	0	22	0	0	0	0	1
3224	40	1	1	0	0	0	0	0	780	17	12	0	0	0	0	1
3225	100	1	3	2	8	0	1	800	2500	125	32	0	0	0	0	1
3226	66	2	1	0	7	1	0	356	1650	0	21	0	0	0	0	1
3227	71	3	2	2	4	1	0	660	970	149	13	1	0	0	0	0
3228	94	2	1	1	1	1	0	525	1200	88	16	0	1	0	0	0
3229	80	2	2	1	2	1	0	662	1380	215	18	0	0	0	1	0
3230	41	1	1	1	4	0	1	380	3220	0	13	0	0	0	0	1
3231	140	3	2	1	0	1	0	0	3825	0	58	0	0	0	0	1
3232	47	1	1	1	1	0	1	400	2200	0	33	0	0	1	0	0
3233	70	3	1	1	2	1	0	550	1200	0	16	0	0	0	1	0
3234	58	1	1	1	3	1	0	710	720	40	10	0	1	0	0	0
3235	200	3	4	4	8	1	1	1800	5600	860	71	0	0	0	0	1
3236	40	1	1	0	3	1	0	262	725	0	10	0	0	0	1	0
3237	240	3	4	4	0	0	0	0	4000	370	61	0	0	0	0	1
3238	96	3	2	1	12	1	0	1122	3050	231	39	0	0	0	0	1
3239	220	4	5	2	0	1	0	0	6500	1176	98	0	0	0	0	1
3240	132	3	2	2	8	1	1	1650	4000	400	51	0	0	0	0	1
3241	106	3	2	2	7	0	0	1294	2200	239	30	1	0	0	0	0
3242	150	3	3	2	3	1	1	2100	2000	584	26	0	0	0	0	1
3243	68	3	1	1	7	0	0	700	1400	0	18	0	0	0	0	1
3244	180	4	5	3	9	1	1	2500	10500	410	154	0	0	1	0	0
3245	44	1	1	1	9	1	0	280	1170	31	18	0	0	1	0	0
3246	75	2	1	0	3	1	0	888	1900	267	25	0	0	0	1	0
3247	58	2	2	1	6	1	0	450	4700	5	60	0	0	0	0	1
3248	72	2	1	0	9	1	0	760	2200	17	28	0	0	0	0	1
3249	190	4	4	2	0	1	0	0	3500	315	53	0	0	0	0	1
3250	150	3	2	1	10	1	0	1500	1300	140	17	0	0	0	1	0
3251	550	3	7	8	0	1	0	0	7700	430	116	0	1	0	0	0
3252	220	2	2	3	0	1	0	0	10500	750	158	0	0	0	0	1
3253	200	3	2	3	0	1	1	0	6000	209	91	0	0	0	0	1
3254	300	5	3	4	0	1	0	900	6800	167	112	1	0	0	0	0
3255	70	2	2	0	3	0	0	260	2280	92	29	0	0	0	0	1
3256	43	2	1	1	0	1	0	274	1000	7	13	0	1	0	0	0
3257	45	1	1	1	1	1	0	240	740	7	11	0	0	1	0	0
3258	55	2	1	0	3	1	0	350	650	42	10	0	0	1	0	0
3259	700	5	8	3	0	1	0	0	12000	1000	181	0	0	0	0	1
3260	300	3	5	0	0	1	0	0	5500	310	91	1	0	0	0	0
3261	220	4	5	2	0	1	0	0	7000	225	125	0	0	1	0	0
3262	300	4	5	6	0	1	1	0	15000	1805	226	0	0	0	0	1
3263	52	1	1	0	0	1	0	90	748	1	11	0	0	1	0	0
3264	106	2	2	1	2	1	0	1550	4000	323	52	0	0	0	1	0
3265	84	2	2	2	6	1	0	657	3200	189	47	0	0	1	0	0
3266	50	2	1	0	0	0	0	0	1200	0	19	0	0	0	0	1
3267	240	3	3	2	0	1	0	0	4000	292	61	0	0	0	0	1
3268	240	3	3	4	0	1	1	0	8000	1000	121	0	0	0	0	1
3269	260	2	2	1	3	0	0	350	1640	0	24	0	0	1	0	0
3270	73	2	2	1	11	1	0	700	1250	150	16	0	0	0	0	1
3271	334	4	6	5	4	1	0	3790	3800	2435	49	0	0	0	0	1
3272	67	2	1	1	6	1	0	313	1200	167	16	0	0	0	0	1
3273	71	2	1	0	8	0	0	764	1800	0	23	0	0	0	0	1
3274	280	3	4	3	4	0	0	4200	7600	1250	97	0	0	0	0	1
3275	450	5	5	3	0	1	0	0	6500	542	107	1	0	0	0	0
3276	82	3	2	1	6	1	0	700	2500	59	37	0	0	1	0	0
3277	380	4	5	4	4	1	0	4000	8000	2667	102	0	0	0	0	1
3278	105	3	2	2	1	1	0	600	2390	134	35	0	0	1	0	0
3279	55	1	1	1	10	1	1	570	1800	0	7	0	0	0	0	1
3280	45	1	1	0	0	0	0	700	1500	0	20	0	0	0	0	1
3281	70	2	2	1	5	1	1	820	3100	117	40	0	0	0	0	1
3282	160	3	3	0	0	0	0	0	5000	500	76	0	0	0	0	1
3283	48	2	1	1	1	1	0	480	1710	0	22	0	0	0	0	1
3284	200	3	4	2	2	1	0	2700	9180	0	117	0	0	0	0	1
3285	46	2	1	0	5	1	0	0	1200	0	16	0	0	0	0	1
3286	30	1	1	0	0	0	0	0	680	0	9	0	0	0	1	0
3287	140	3	2	1	10	1	0	1600	3600	375	47	0	0	0	1	0
3288	101	3	3	2	1	1	0	780	4600	330	59	0	0	0	0	1
3289	340	2	4	3	14	1	0	4900	15000	917	191	0	0	0	0	1
3290	400	4	5	4	13	1	1	2700	7000	1500	89	0	0	0	0	1
3291	55	2	1	1	2	1	0	453	749	44	10	0	1	0	0	0
3292	45	2	1	1	9	1	0	560	1450	18	19	0	0	0	1	0
3293	62	2	2	0	0	1	1	0	1250	0	19	0	0	0	0	1
3294	75	2	1	0	1	1	1	750	3190	196	42	0	0	0	1	0
3295	86	3	1	1	6	1	0	460	3150	0	40	0	0	0	0	1
3296	182	3	3	2	0	1	0	0	3200	112	57	0	0	1	0	0
3297	30	1	1	1	0	1	0	0	762	15	14	0	0	1	0	0
3298	153	4	3	1	0	1	0	0	2710	121	42	0	0	0	1	0
3299	70	2	1	1	0	1	0	0	1100	77	17	0	0	0	0	1
3300	82	2	1	1	11	1	0	750	1840	83	24	0	0	0	1	0
3301	160	3	4	4	0	0	0	0	7000	534	106	0	0	0	0	1
3302	270	5	4	4	6	0	0	3500	7000	1684	89	0	0	0	0	1
3303	370	7	6	8	0	1	0	0	10000	1875	151	0	0	0	0	1
3304	470	4	6	2	7	1	0	3000	7200	1000	109	0	0	0	0	1
3305	200	1	1	3	0	1	0	0	1600	264	25	0	0	0	0	1
3306	62	2	2	0	6	0	0	645	1400	92	18	0	0	0	0	1
3307	64	2	2	1	4	1	0	690	2500	5	32	0	0	0	0	1
3308	58	2	1	1	2	1	0	170	1100	0	14	0	0	0	0	1
3309	75	2	2	0	9	0	0	436	1350	50	20	0	0	1	0	0
3310	200	2	2	2	11	1	1	2900	11000	560	140	0	0	0	0	1
3311	36	1	1	1	11	1	0	380	1600	60	21	0	0	0	0	1
3312	120	2	2	1	8	1	0	850	1700	134	25	0	0	1	0	0
3313	62	2	2	2	3	1	0	540	1600	9	24	0	0	1	0	0
3314	490	3	3	3	0	1	1	0	4450	1200	67	0	0	0	0	1
3315	67	2	2	2	7	0	0	831	3170	34	43	1	0	0	0	0
3316	161	3	3	3	8	1	0	1762	2500	741	32	0	0	0	0	1
3317	176	4	2	3	0	1	0	1225	5000	0	76	0	0	0	0	1
3318	178	4	4	4	16	1	0	2200	4500	688	58	0	0	0	0	1
3319	88	3	2	0	2	1	0	520	1658	31	25	0	0	1	0	0
3320	470	3	3	4	0	1	1	0	3700	346	66	0	0	1	0	0
3321	257	4	3	2	0	1	0	0	7000	1200	106	0	0	0	0	1
3322	70	4	3	0	0	1	0	0	3500	270	53	0	0	0	0	1
3323	50	2	1	1	4	1	0	145	700	62	10	1	0	0	0	0
3324	89	3	2	1	2	1	0	330	1300	138	18	1	0	0	0	0
3325	73	2	1	1	4	1	0	680	1300	21	17	0	0	0	0	1
3326	95	3	2	2	14	1	1	1000	4500	325	58	0	0	0	0	1
3327	54	2	1	1	9	1	0	560	1600	0	21	0	0	0	1	0
3328	150	4	1	3	4	1	1	1600	4350	542	58	1	0	0	0	0
3329	139	2	3	1	5	1	0	720	5966	387	77	0	0	0	1	0
3330	45	1	1	0	4	1	1	200	1700	55	25	0	0	1	0	0
3331	255	4	4	4	0	1	0	0	3400	375	52	0	0	0	0	1
3332	100	1	1	0	0	1	0	0	2150	267	33	0	0	0	0	1
3333	120	3	3	1	4	1	0	1015	2870	0	37	0	0	0	0	1
3334	200	4	5	2	0	0	0	1000	8000	84	121	0	1	0	0	0
3335	72	2	1	1	5	1	0	899	1280	6	17	0	0	0	0	1
3336	50	1	1	0	0	1	1	0	1100	13	20	0	0	1	0	0
3337	158	3	4	3	5	0	1	1950	12000	738	153	0	0	0	0	1
3338	22	1	1	0	26	1	0	384	2100	40	27	0	0	0	0	1
3339	105	3	2	1	2	1	0	1937	2380	374	31	0	0	0	0	1
3340	50	2	1	1	5	1	0	420	1500	3	20	0	0	0	0	1
3341	65	2	2	0	3	1	0	210	1200	19	16	1	0	0	0	0
3342	108	3	2	2	2	1	0	980	2000	195	26	0	0	0	0	1
3343	50	1	1	0	2	1	0	450	1080	15	14	0	1	0	0	0
3344	198	3	3	6	0	1	1	0	4200	250	64	0	0	0	0	1
3345	74	3	2	1	10	1	0	700	1800	120	23	0	1	0	0	0
3346	71	2	2	1	13	0	1	2438	5500	246	71	0	0	0	1	0
3347	52	2	1	1	5	1	0	400	1100	42	17	0	0	1	0	0
3348	355	3	4	8	8	1	0	2700	6000	1106	80	1	0	0	0	0
3349	162	3	1	0	1	1	0	440	1300	67	19	0	0	1	0	0
3350	90	1	1	0	11	0	0	300	2000	0	26	0	0	0	0	1
3351	62	2	1	1	7	0	0	485	1377	54	21	0	0	1	0	0
3352	130	3	2	2	0	1	1	0	3000	0	46	0	0	0	0	1
3353	78	1	1	0	2	1	0	420	2522	25	32	0	0	0	0	1
3354	276	4	5	4	0	1	0	0	4900	183	74	0	0	0	0	1
3355	50	2	1	1	2	1	0	380	1500	88	20	0	0	0	0	1
3356	35	1	1	0	2	1	1	350	1500	50	22	0	0	1	0	0
3357	161	3	1	2	0	1	0	0	3500	435	58	1	0	0	0	0
3358	30	1	1	0	3	0	0	340	920	0	12	0	0	0	0	1
3359	251	4	4	3	10	1	0	2700	4200	1250	54	0	0	0	0	1
3360	77	2	1	1	1	1	1	1300	2600	100	33	0	0	0	0	1
3361	112	3	3	2	8	0	0	1222	3250	486	42	0	0	0	0	1
3362	273	4	2	2	4	1	1	2100	2470	366	32	0	1	0	0	0
3363	55	1	1	1	8	1	0	400	1100	9	15	0	0	0	1	0
3364	80	3	2	2	14	0	0	704	1800	83	23	0	1	0	0	0
3365	400	4	5	3	0	1	0	0	15000	1750	226	0	0	0	0	1
3366	110	3	2	1	9	1	0	1100	2500	100	33	0	0	0	1	0
3367	262	4	5	4	17	1	0	2500	2250	1350	29	0	0	0	0	1
3368	38	1	1	0	12	0	0	600	1700	82	22	0	0	0	1	0
3369	140	2	2	1	3	0	0	2000	12500	279	159	0	0	0	0	1
3370	110	6	5	7	0	1	0	0	9810	1000	148	0	0	0	0	1
3371	46	1	1	1	3	1	0	280	1099	55	17	0	0	1	0	0
3372	55	2	1	0	4	1	0	390	1500	42	22	0	0	1	0	0
3373	70	2	1	1	5	0	0	470	1710	100	23	0	0	0	1	0
3374	60	2	2	1	1	1	0	600	1860	0	24	0	0	0	0	1
3375	87	3	2	2	5	0	0	750	4000	250	51	0	0	0	0	1
3376	400	3	4	4	0	1	1	3000	12000	1100	214	0	0	1	0	0
3377	64	2	2	0	7	0	0	550	1350	52	20	0	0	1	0	0
3378	85	2	2	1	12	1	1	3499	9000	769	116	0	0	0	1	0
3379	140	3	4	2	12	1	0	1990	3490	292	51	0	0	1	0	0
3380	288	4	5	4	8	1	0	3635	5025	1155	64	0	0	0	0	1
3381	64	3	1	1	2	1	0	470	1200	110	16	0	0	0	0	1
3382	62	2	2	1	1	0	1	684	5050	227	64	0	0	0	0	1
3383	15	1	1	0	0	1	0	0	700	0	10	0	0	0	1	0
3384	200	4	3	2	8	1	0	2744	4100	1615	52	0	0	0	0	1
3385	450	4	3	4	8	1	1	2000	12750	717	170	1	0	0	0	0
3386	72	3	2	1	11	1	0	800	3010	0	39	0	0	0	0	1
3387	75	2	1	1	6	1	0	970	1750	42	23	0	0	0	1	0
3388	20	1	1	0	0	1	0	0	550	30	9	0	0	0	0	1
3389	77	2	2	1	6	1	0	900	3000	80	39	0	0	0	0	1
3390	57	1	1	0	5	1	1	300	6000	17	77	0	0	0	0	1
3391	103	3	3	0	6	1	0	1530	6000	320	77	0	0	0	0	1
3392	180	3	2	1	8	1	1	2000	12000	334	153	0	0	0	0	1
3393	80	2	1	1	1	1	0	0	833	4	13	0	0	1	0	0
3394	25	1	1	1	8	1	1	0	4000	0	51	0	0	0	0	1
3395	248	3	4	4	2	1	0	2648	8000	667	102	0	1	0	0	0
3396	360	6	2	0	0	0	0	0	8000	752	132	1	0	0	0	0
3397	62	1	1	0	4	1	1	670	2300	0	30	0	0	0	0	1
3398	85	2	1	0	2	1	0	259	1800	0	23	0	0	0	0	1
3399	187	3	3	2	0	1	1	0	2805	98	50	0	0	1	0	0
3400	58	2	3	2	0	0	0	50	2000	0	31	0	0	0	0	1
3401	93	2	1	0	12	0	0	475	1600	70	22	1	0	0	0	0
3402	28	1	1	0	5	1	0	450	1999	42	26	0	0	0	0	1
3403	120	3	2	5	0	1	0	0	1700	75	26	0	1	0	0	0
3404	70	1	2	0	0	0	0	0	1200	0	19	0	0	0	1	0
3405	162	2	3	3	3	0	1	2200	15000	959	191	0	0	0	0	1
3406	210	3	2	3	0	1	0	0	4700	0	71	0	0	0	0	1
3407	300	3	2	2	0	1	0	0	2500	224	41	1	0	0	0	0
3408	40	1	1	1	12	1	0	651	1900	30	25	0	0	0	0	1
3409	270	3	4	4	4	1	1	3200	4800	928	61	0	0	0	0	1
3410	65	2	1	1	8	1	1	1082	3820	134	49	0	0	0	0	1
3411	83	2	2	1	5	1	0	450	1400	67	21	0	0	1	0	0
3412	340	4	5	5	9	1	0	4800	7500	1917	96	0	0	0	0	1
3413	28	1	1	1	6	0	1	720	890	65	12	1	0	0	0	0
3414	70	1	1	0	0	1	0	0	930	60	14	0	0	0	0	1
3415	300	3	2	2	0	1	0	0	4000	184	66	1	0	0	0	0
3416	423	4	5	7	28	1	0	5785	14000	2647	178	0	0	0	0	1
3417	16	1	1	0	1	0	0	0	850	35	11	0	0	0	0	1
3418	38	1	1	0	3	1	0	300	1300	53	19	0	0	1	0	0
3419	210	4	4	4	3	1	0	2680	7000	146	94	1	0	0	0	0
3420	380	4	5	5	2	1	0	6500	3400	1125	44	0	0	0	0	1
3421	289	3	2	1	6	1	0	3000	5000	667	65	0	0	0	1	0
3422	28	1	1	0	0	1	0	0	1300	0	17	0	0	0	0	1
3423	83	2	3	1	7	1	0	1100	1500	42	20	0	1	0	0	0
3424	120	4	3	3	8	1	0	1680	3430	622	44	0	0	0	0	1
3425	60	2	2	1	6	1	0	606	1080	88	16	0	0	1	0	0
3426	100	2	1	0	0	1	0	0	1100	125	17	0	0	0	0	1
3427	108	4	3	2	4	1	0	1134	6500	609	83	0	0	0	0	1
3428	345	2	3	2	4	0	0	3655	12000	783	153	0	0	0	0	1
3429	210	3	4	4	13	1	1	1475	10000	650	127	0	0	0	0	1
3430	80	2	1	0	3	1	1	600	5300	34	69	0	0	0	1	0
3431	270	4	4	4	4	1	0	3900	2900	0	37	0	0	0	0	1
3432	60	2	1	0	3	1	0	290	770	45	12	0	0	1	0	0
3433	64	2	1	1	1	1	0	810	2900	172	38	0	0	0	1	0
3434	90	2	2	0	4	0	1	857	4800	208	62	0	0	0	1	0
3435	157	3	3	1	5	1	0	1325	4500	347	58	0	0	0	0	1
3436	100	3	2	1	3	1	0	690	1300	76	17	0	1	0	0	0
3437	86	3	2	2	3	1	0	420	2340	81	30	0	1	0	0	0
3438	56	2	1	1	13	0	0	390	1800	9	23	0	0	0	0	1
3439	40	1	1	0	7	0	1	735	2900	137	38	0	0	0	1	0
3440	188	3	4	1	8	1	0	2100	10000	562	127	0	0	0	0	1
3441	44	2	1	1	4	1	1	310	1800	34	23	0	1	0	0	0
3442	300	3	2	0	5	1	0	3000	2970	709	39	0	0	0	1	0
3443	101	3	3	2	4	1	0	2163	5000	377	65	0	0	0	1	0
3444	130	3	1	1	2	1	0	0	2000	293	27	1	0	0	0	0
3445	120	4	3	3	16	1	0	1420	6160	390	79	0	0	0	0	1
3446	200	3	4	2	0	1	0	0	2900	1100	44	0	0	0	0	1
3447	140	3	4	2	24	1	0	1583	8500	456	108	0	0	0	0	1
3448	100	3	1	0	12	1	0	1367	3399	217	44	0	0	0	1	0
3449	260	5	3	0	0	1	0	0	5500	600	83	0	0	0	0	1
3450	77	2	2	2	18	1	0	547	3000	203	39	0	0	0	0	1
3451	45	1	1	0	1	1	0	0	770	34	10	0	1	0	0	0
3452	50	2	1	1	0	1	0	0	1000	25	18	0	0	1	0	0
3453	44	2	1	2	0	1	0	342	908	24	12	0	1	0	0	0
3454	84	1	2	0	0	1	1	300	2200	0	33	0	0	1	0	0
3455	53	3	1	0	4	1	0	230	1000	68	14	1	0	0	0	0
3456	200	3	4	2	0	1	0	0	3250	292	49	0	0	0	0	1
3457	75	3	2	1	2	1	0	280	900	0	12	0	1	0	0	0
3458	120	2	2	1	3	1	1	360	2525	75	37	0	0	1	0	0
3459	70	2	1	0	0	0	0	0	1030	0	17	1	0	0	0	0
3460	100	3	2	0	2	0	0	815	808	81	11	0	1	0	0	0
3461	73	2	2	1	6	1	1	450	2450	94	36	0	0	1	0	0
3462	70	2	1	1	5	0	0	600	3000	167	39	0	0	0	1	0
3463	110	2	4	2	2	1	1	2100	6375	500	81	0	0	0	0	1
3464	200	3	2	2	8	1	0	1626	3000	0	39	0	0	0	0	1
3465	75	2	2	2	6	1	0	700	1198	227	16	0	0	0	0	1
3466	96	2	1	1	0	1	1	0	3450	23	52	0	0	0	0	1
3467	270	3	2	1	6	0	0	2000	4000	1000	52	0	0	0	1	0
3468	100	1	1	0	0	1	1	0	2720	138	41	0	0	0	0	1
3469	195	4	2	2	0	1	0	0	3400	236	56	1	0	0	0	0
3470	102	3	2	0	12	0	0	900	3100	380	40	0	0	0	1	0
3471	310	4	4	8	0	1	0	0	5500	521	83	0	0	0	0	1
3472	63	2	2	1	16	1	0	690	1850	103	24	0	0	0	0	1
